date,private twitter account,"how to change facebook privacy settings
","how to change instagram privacy settings
","how to browse anonymously
","search without history
","how to delete a facebook account
","how to delete a youtube account
","how to delete a snapchat account
","how to delete a instagram account
","how to delete a google account
","how to delete a twitter account
","government monitoring social media
","how to delete twitter
","how to delete youtube
","how to uninstall facebook
","how to uninstall gmail
","how to uninstall youtube
","how to uninstall snapchat
","how to uninstall instagram
","how to unfollow someone on facebook
","how to unfollow someone on twitter
","how to unfollow someone on snapchat
","how to unfollow someone on instagram
","how to unfriend someone on facebook
","how to unfriend someone on snapchat
","how to unfriend someone on instagram
","how to encrypt emails
","how to encrypt text messages
","how to encrypt whatsapp
"
2011-01-01,11,12,0,5,9,270,37,0,0,34,13,1,150,410,108,18,41,0,0,1,4,0,0,20,0,0,4,1,0
2011-02-01,7,13,0,7,5,204,38,0,0,36,18,0,150,373,85,22,43,0,0,1,6,0,0,21,0,0,4,1,0
2011-03-01,15,13,0,6,7,187,43,0,0,45,28,2,175,410,74,12,54,0,0,0,5,0,0,28,0,0,2,0,0
2011-04-01,18,5,0,4,7,180,36,0,0,36,20,1,200,419,74,14,45,0,0,1,8,0,0,29,0,0,2,1,1
2011-05-01,19,9,0,4,7,200,44,0,0,49,22,1,217,410,83,16,38,0,0,0,10,0,0,24,0,0,3,0,1
2011-06-01,26,14,0,7,7,210,53,0,1,59,29,0,275,573,85,20,43,0,1,2,7,0,0,34,0,0,2,1,0
2011-07-01,21,8,0,9,8,247,63,0,1,79,40,0,317,655,115,11,55,0,2,1,9,0,0,36,0,0,3,1,1
2011-08-01,20,13,0,7,7,284,55,0,0,63,36,1,325,664,130,23,63,0,0,1,11,0,0,44,0,0,3,2,0
2011-09-01,23,41,0,9,7,274,62,0,1,68,32,0,275,573,127,14,49,0,2,3,8,0,0,38,0,0,3,1,1
2011-10-01,51,33,0,5,6,297,60,0,0,72,40,1,325,600,95,23,50,0,2,1,10,0,0,34,0,0,4,1,0
2011-11-01,56,34,0,5,7,334,61,0,1,64,56,2,367,619,90,24,49,0,1,1,9,0,0,26,0,0,4,1,1
2011-12-01,39,29,0,6,7,314,68,0,2,75,53,0,417,819,116,19,49,0,2,1,15,0,2,34,0,0,3,1,0
2012-01-01,27,24,1,10,9,327,58,0,3,71,63,2,459,764,104,19,48,0,0,2,16,0,2,42,0,0,2,1,1
2012-02-01,27,28,0,8,10,320,58,0,5,60,55,2,426,673,95,12,45,0,1,1,16,0,1,43,0,0,2,0,0
2012-03-01,27,26,1,7,8,327,58,0,3,61,59,1,434,664,86,24,52,0,2,1,9,0,1,42,0,0,2,0,0
2012-04-01,30,25,1,9,10,220,74,0,11,67,60,1,501,691,92,17,47,0,4,1,14,0,4,50,0,1,6,2,0
2012-05-01,44,25,4,8,8,214,70,0,10,63,60,0,501,628,83,17,50,0,4,1,9,0,7,54,0,1,2,1,0
2012-06-01,34,29,2,10,10,240,83,1,14,64,79,1,550,701,76,16,55,0,5,2,14,0,12,63,0,1,3,2,0
2012-07-01,45,23,1,12,11,317,96,2,17,75,85,2,692,755,85,19,60,0,4,2,9,0,13,55,0,0,4,1,2
2012-08-01,43,38,1,7,10,297,92,2,20,88,99,1,650,746,88,22,56,1,4,2,6,0,12,38,0,0,2,1,1
2012-09-01,40,56,13,6,8,240,72,2,20,67,90,1,600,710,81,18,70,0,4,2,9,0,14,37,0,1,3,1,1
2012-10-01,53,56,11,9,11,197,52,5,18,59,83,1,567,673,71,19,62,0,5,1,8,0,14,59,0,1,2,1,2
2012-11-01,48,37,8,4,9,267,76,22,19,65,79,1,609,710,88,18,56,0,5,2,12,0,14,75,0,2,2,1,1
2012-12-01,56,37,10,9,12,287,76,24,28,73,89,1,700,855,83,26,62,2,5,3,14,0,15,31,0,1,2,1,2
2013-01-01,66,33,5,8,9,244,86,15,37,79,100,2,717,846,88,20,50,0,5,9,11,0,23,26,1,2,2,1,1
2013-02-01,73,32,5,7,11,214,86,10,39,79,102,2,667,791,79,20,57,1,8,11,6,0,23,22,1,1,3,2,2
2013-03-01,62,26,8,7,13,247,85,13,26,78,82,1,667,782,67,17,50,1,4,16,10,0,22,75,1,2,3,1,1
2013-04-01,57,25,5,10,12,250,77,21,33,84,70,1,609,773,72,20,55,1,5,23,11,0,24,33,1,1,3,2,1
2013-05-01,69,29,6,8,9,190,72,18,33,87,80,1,575,773,78,24,56,1,5,14,12,0,21,33,5,1,2,1,3
2013-06-01,79,31,9,12,13,194,83,28,44,98,88,2,617,819,78,29,64,2,7,8,10,0,20,30,4,3,3,2,1
2013-07-01,100,29,5,8,11,240,98,32,42,102,83,2,692,846,72,22,60,2,6,10,11,0,25,80,1,2,6,1,1
2013-08-01,77,30,7,8,15,234,110,26,45,111,89,1,709,910,76,24,62,3,8,19,10,0,28,42,1,1,5,1,1
2013-09-01,79,27,5,9,12,170,79,25,35,92,85,1,617,764,74,33,62,3,8,19,8,1,21,33,1,1,4,1,1
2013-10-01,67,27,5,8,11,184,71,29,28,102,83,1,567,701,65,26,65,4,9,6,11,0,15,28,1,1,2,1,1
2013-11-01,78,26,3,7,10,204,63,29,28,99,73,2,567,719,74,26,78,3,5,8,9,0,24,56,1,1,3,1,1
2013-12-01,78,23,7,9,13,250,77,39,39,113,88,2,625,764,76,33,72,3,10,14,10,0,27,77,1,1,3,1,1
2014-01-01,86,26,5,11,12,220,80,60,39,125,102,1,725,782,71,35,80,3,7,26,12,1,24,33,1,1,3,2,1
2014-02-01,74,21,4,7,13,164,64,39,36,117,106,2,692,719,69,31,72,3,7,20,13,0,20,27,1,1,3,2,2
2014-03-01,99,19,5,10,11,167,64,41,42,111,102,1,675,755,67,26,77,2,9,11,11,1,21,28,1,1,4,1,1
2014-04-01,99,22,4,9,12,200,75,38,40,111,89,1,650,728,72,25,69,2,7,19,11,1,30,58,2,1,3,1,1
2014-05-01,75,19,5,7,11,214,63,51,37,113,89,2,642,701,62,25,67,11,6,20,9,2,26,66,1,3,5,1,2
2014-06-01,71,21,5,9,11,194,68,54,39,105,98,2,642,728,71,29,58,4,8,27,11,1,24,29,1,1,4,1,1
2014-07-01,75,22,6,11,14,180,74,39,53,123,120,1,717,855,74,23,78,2,7,31,11,1,28,24,1,1,4,2,1
2014-08-01,81,26,3,12,13,197,71,34,49,125,106,1,725,891,176,30,73,1,8,23,7,2,31,28,1,2,2,2,2
2014-09-01,77,20,3,9,14,207,60,37,39,110,88,1,650,791,111,35,80,3,8,15,9,1,23,27,1,2,3,2,2
2014-10-01,65,22,7,9,16,187,54,48,35,106,99,2,625,764,86,25,71,3,5,12,9,1,25,23,1,1,4,3,1
2014-11-01,73,17,3,9,12,187,50,49,46,105,102,1,659,782,78,25,74,4,5,19,11,2,24,20,3,1,4,1,2
2014-12-01,69,18,4,10,13,197,54,51,57,100,103,1,692,801,74,27,76,3,9,26,9,1,29,26,1,3,3,2,2
2015-01-01,69,23,3,11,15,207,64,70,65,100,130,2,759,801,71,28,81,15,7,23,8,2,25,23,2,1,3,1,2
2015-02-01,52,19,2,7,12,200,52,46,50,91,110,2,684,701,76,25,71,7,5,16,6,1,28,23,3,2,3,1,2
2015-03-01,54,20,3,10,16,200,54,53,53,99,93,1,684,719,67,28,69,4,7,14,7,2,24,28,2,2,3,2,2
2015-04-01,54,19,4,9,15,227,58,49,65,96,89,1,684,719,58,28,66,6,9,17,7,2,24,33,2,2,4,2,2
2015-05-01,47,21,1,7,12,184,58,42,52,96,103,2,692,710,60,27,59,2,7,26,8,2,25,73,3,2,3,2,3
2015-06-01,53,17,2,8,14,174,61,42,58,103,143,2,759,737,60,27,62,3,7,33,11,3,28,50,3,2,4,2,2
2015-07-01,61,22,4,9,13,220,62,56,80,114,109,2,834,764,65,29,79,9,8,16,10,2,27,33,4,1,3,2,2
2015-08-01,58,20,2,12,14,247,58,69,75,119,92,1,809,782,67,33,77,4,11,16,6,1,22,35,3,2,3,1,3
2015-09-01,57,19,3,11,17,194,47,50,61,105,98,1,709,673,67,25,70,8,11,21,7,3,28,75,2,2,4,2,3
2015-10-01,50,17,2,6,12,154,46,45,61,102,108,1,634,664,60,28,69,5,7,18,7,3,24,57,3,1,3,2,2
2015-11-01,57,22,2,8,15,154,41,44,59,102,99,1,675,637,57,28,66,5,7,13,9,2,26,26,3,2,3,2,3
2015-12-01,58,17,2,8,17,170,57,51,56,103,96,0,684,746,65,29,75,8,8,15,8,2,28,25,3,1,5,1,3
2016-01-01,59,22,2,7,12,214,54,57,79,115,100,1,750,728,60,32,68,5,10,15,9,2,32,39,4,1,5,3,2
2016-02-01,55,20,3,9,17,204,48,55,69,113,72,1,650,637,60,26,63,5,8,21,7,4,30,71,2,3,4,1,1
2016-03-01,63,14,1,8,16,170,48,57,80,98,92,1,659,619,53,23,60,8,10,17,7,3,28,60,3,1,5,2,3
2016-04-01,56,14,1,5,16,167,42,61,63,96,93,1,617,619,57,24,54,15,12,12,8,4,30,26,4,2,5,2,37
2016-05-01,51,18,2,6,15,174,46,76,68,103,95,1,650,628,55,27,56,10,13,12,6,4,25,25,4,2,5,2,11
2016-06-01,46,19,2,8,16,257,58,75,89,109,96,1,750,646,69,21,58,17,11,15,9,4,34,52,5,2,2,2,9
2016-07-01,49,17,3,9,16,244,57,74,94,136,102,1,784,691,64,27,68,12,13,23,9,7,42,81,5,2,4,1,8
2016-08-01,51,17,3,8,16,190,50,57,77,136,98,0,750,701,67,30,64,12,13,14,9,3,36,39,5,2,3,1,6
2016-09-01,44,19,2,9,14,194,42,56,62,107,86,1,650,664,64,29,60,8,9,11,7,3,29,25,3,3,3,2,4
2016-10-01,39,17,2,8,16,197,44,59,73,115,88,1,634,628,58,25,59,12,10,12,7,4,28,31,4,3,5,1,5
2016-11-01,44,19,2,7,16,237,40,56,76,102,85,1,659,637,64,30,65,13,11,20,9,3,37,100,4,3,6,3,4
2016-12-01,47,15,2,10,16,207,52,64,89,128,85,0,667,682,62,30,64,7,11,21,5,3,34,40,3,2,4,4,5
2017-01-01,50,17,2,8,19,214,49,67,88,125,105,1,775,710,79,26,67,8,13,21,10,4,30,32,4,2,5,2,5
