date,how to delete a instagram account,"how to change facebook privacy settings
","how to change instagram privacy settings
","how to browse anonymously
","search without history
","how to delete a facebook account
","how to delete a youtube account
","how to delete a snapchat account
","how to delete a instagram account
","how to delete a google account
","how to delete a twitter account
","government monitoring social media
","how to delete twitter
","how to delete youtube
","how to uninstall facebook
","how to uninstall gmail
","how to uninstall youtube
","how to uninstall snapchat
","how to uninstall instagram
","how to unfollow someone on facebook
","how to unfollow someone on twitter
","how to unfollow someone on snapchat
","how to unfollow someone on instagram
","how to unfriend someone on facebook
","how to unfriend someone on snapchat
","how to unfriend someone on instagram
","how to encrypt emails
","how to encrypt text messages
","how to encrypt whatsapp
"
2011-01-01,0,13,0,4,9,280,39,0,0,36,14,1,164,410,112,19,44,0,0,1,4,0,0,22,0,0,4,1,0
2011-02-01,0,13,0,9,5,211,40,0,0,38,19,0,164,373,88,23,46,0,0,1,7,0,0,23,0,0,4,1,0
2011-03-01,0,14,0,5,8,194,46,0,0,48,29,2,182,410,76,12,57,0,0,0,5,0,0,30,0,0,2,0,0
2011-04-01,0,6,0,4,9,187,38,0,0,38,22,1,219,419,78,14,48,0,0,1,11,0,0,31,0,0,3,1,1
2011-05-01,0,9,0,3,8,207,47,0,0,52,23,1,237,419,86,16,41,0,0,0,12,0,0,26,0,0,3,0,1
2011-06-01,1,15,0,6,6,218,57,0,1,62,31,0,300,573,89,21,46,0,1,1,8,0,0,37,0,0,2,1,0
2011-07-01,1,9,0,10,9,256,67,0,1,85,43,0,346,664,119,12,58,0,1,1,10,0,0,39,0,0,3,1,1
2011-08-01,0,14,0,8,9,294,59,0,0,66,40,1,355,664,136,24,67,0,0,1,11,0,0,47,0,0,3,2,0
2011-09-01,1,43,0,9,6,280,66,0,1,72,34,0,300,573,132,14,52,0,2,4,6,0,0,40,0,0,3,0,1
2011-10-01,0,35,0,6,7,307,64,0,0,76,43,1,346,600,100,25,53,0,1,2,7,0,0,36,0,0,4,0,0
2011-11-01,1,36,0,5,8,345,64,0,1,69,60,2,401,628,95,26,52,0,1,1,9,0,0,28,0,0,4,2,1
2011-12-01,2,31,0,8,8,325,71,0,2,80,57,0,455,819,121,20,52,0,1,0,17,0,2,36,0,0,3,1,0
2012-01-01,3,26,1,8,9,338,62,0,3,75,67,2,501,773,110,20,51,0,0,2,17,0,2,45,0,0,3,1,1
2012-02-01,5,30,0,6,11,332,61,0,5,63,58,2,464,673,99,12,47,0,1,1,12,0,1,46,0,0,2,0,0
2012-03-01,3,28,1,7,10,338,61,0,3,66,64,1,473,673,91,25,56,0,2,1,10,0,1,45,0,0,3,0,0
2012-04-01,11,26,1,8,10,228,78,0,11,72,66,1,546,691,95,18,50,0,4,1,16,0,5,53,0,1,7,2,0
2012-05-01,11,27,5,10,7,221,75,0,11,66,66,0,546,637,88,18,53,0,4,2,7,0,7,58,0,1,2,1,0
2012-06-01,15,31,2,12,10,249,88,1,15,69,84,1,600,701,80,18,59,0,5,2,14,0,13,68,0,1,3,0,0
2012-07-01,18,24,1,9,10,325,102,2,18,79,90,2,755,755,88,20,63,0,3,3,8,0,13,58,0,0,4,1,2
2012-08-01,21,41,3,8,10,311,97,2,21,95,105,1,710,746,93,23,59,1,5,2,6,0,12,40,0,0,2,2,1
2012-09-01,21,60,15,8,8,249,77,2,21,70,96,1,655,710,86,19,74,0,4,3,9,0,15,39,0,1,3,2,1
2012-10-01,20,59,13,7,12,204,55,5,20,62,88,1,619,682,75,20,66,0,5,2,9,0,15,63,0,1,2,2,0
2012-11-01,20,39,8,5,8,276,81,23,20,69,84,1,664,710,91,19,59,0,5,3,13,0,15,79,0,2,3,1,2
2012-12-01,30,39,11,9,14,297,81,25,30,78,94,1,764,855,88,27,66,3,5,3,16,0,16,33,0,1,2,1,2
2013-01-01,39,34,6,8,10,249,91,16,39,83,107,2,782,846,91,21,53,0,6,12,11,0,24,28,2,2,3,2,1
2013-02-01,41,34,5,7,11,225,91,11,41,83,110,2,728,791,84,22,60,1,8,11,7,0,25,24,1,1,3,2,3
2013-03-01,27,28,8,5,12,259,90,14,27,82,87,1,728,782,71,18,53,1,5,17,12,0,23,80,1,2,3,1,1
2013-04-01,35,27,5,9,12,259,82,22,35,88,75,1,664,764,76,21,58,1,5,24,12,0,25,35,1,1,3,2,1
2013-05-01,35,30,6,10,13,197,76,19,35,92,87,1,628,773,82,26,59,1,6,15,12,0,22,35,5,1,3,1,0
2013-06-01,47,33,7,14,15,200,88,29,47,103,94,2,673,828,82,30,67,2,5,8,10,0,21,32,4,3,4,2,1
2013-07-01,45,31,7,9,11,252,105,34,45,109,88,2,764,855,76,24,64,2,7,10,12,0,26,86,2,3,6,1,1
2013-08-01,48,32,7,9,15,242,117,28,48,118,94,1,764,910,80,25,66,3,7,20,7,0,30,46,1,1,5,1,1
2013-09-01,37,28,6,9,13,176,83,26,37,98,90,1,673,764,78,35,65,3,7,21,9,1,22,35,1,1,4,1,2
2013-10-01,30,28,5,9,11,190,75,31,30,108,88,1,619,710,69,28,69,4,9,7,11,0,16,30,1,1,2,2,1
2013-11-01,30,27,4,7,10,211,67,30,30,105,78,2,619,719,76,27,83,3,7,8,10,0,25,60,1,1,3,1,2
2013-12-01,42,24,7,10,13,256,82,42,42,119,94,2,682,764,78,34,76,3,10,17,8,0,29,82,1,1,3,1,1
2014-01-01,42,28,6,10,12,225,84,63,42,132,108,1,782,782,75,37,85,4,7,26,11,1,25,35,1,1,3,2,0
2014-02-01,38,22,6,7,10,169,68,41,38,123,113,2,746,710,71,33,76,3,7,16,14,0,22,29,1,1,3,2,2
2014-03-01,44,20,6,11,12,173,68,44,44,118,108,1,728,755,71,28,82,3,9,12,10,1,22,30,1,1,4,1,1
2014-04-01,42,23,4,10,13,207,80,40,42,118,94,1,710,728,75,27,73,2,9,19,12,1,32,62,2,2,3,2,1
2014-05-01,39,20,5,8,11,218,67,54,39,119,94,2,691,701,65,27,71,12,8,24,10,2,28,70,1,3,5,1,2
2014-06-01,41,23,6,10,11,197,71,58,41,110,104,2,701,728,75,30,61,4,8,26,12,2,26,32,1,2,4,1,1
2014-07-01,56,23,6,14,16,190,80,42,56,130,128,1,782,864,76,24,83,2,7,32,14,1,30,26,1,1,4,2,1
2014-08-01,52,28,4,12,14,204,76,36,52,133,113,1,791,891,186,32,78,1,8,26,9,2,33,30,1,2,2,2,1
2014-09-01,42,21,4,8,17,214,63,39,42,116,93,1,710,791,117,36,84,4,8,16,12,1,24,29,1,2,3,2,2
2014-10-01,37,23,7,10,19,194,57,50,37,113,107,2,682,773,91,26,76,3,6,12,7,1,26,25,1,1,4,3,2
2014-11-01,49,18,3,9,13,194,53,51,49,110,108,1,719,782,82,26,78,4,6,20,13,2,25,22,3,1,4,1,2
2014-12-01,60,19,4,10,13,207,59,54,60,108,111,1,755,810,78,29,80,3,9,29,10,1,31,28,1,3,3,2,2
2015-01-01,69,25,4,11,15,214,68,74,69,106,138,2,828,801,75,29,86,16,7,25,9,2,26,25,2,1,3,1,2
2015-02-01,53,20,3,6,11,207,55,49,53,96,117,2,746,701,78,26,75,8,6,16,5,1,30,25,3,2,3,1,1
2015-03-01,56,21,3,11,16,207,57,56,56,106,100,1,746,719,71,30,73,5,9,15,8,2,25,30,2,2,4,2,1
2015-04-01,68,20,4,11,16,235,61,52,68,102,94,1,746,719,62,29,70,6,9,17,7,2,26,35,3,2,4,3,3
2015-05-01,55,23,2,8,13,190,62,44,55,102,110,2,755,719,63,29,62,2,9,28,7,2,27,77,4,2,3,1,3
2015-06-01,61,17,2,9,15,180,63,44,61,109,152,2,828,737,62,28,65,4,7,32,12,3,29,53,3,2,4,3,2
2015-07-01,85,23,4,10,14,232,67,59,85,122,116,2,910,764,67,31,84,9,7,16,9,3,28,36,4,1,3,1,2
