date,how to delete a instagram account,"how to change facebook privacy settings
","how to change instagram privacy settings
","how to browse anonymously
","search without history
","how to delete a facebook account
","how to delete a youtube account
","how to delete a snapchat account
","how to delete a instagram account
","how to delete a google account
","how to delete a twitter account
","government monitoring social media
","how to delete twitter
","how to delete youtube
","how to uninstall facebook
","how to uninstall gmail
","how to uninstall youtube
","how to uninstall snapchat
","how to uninstall instagram
","how to unfollow someone on facebook
","how to unfollow someone on twitter
","how to unfollow someone on snapchat
","how to unfollow someone on instagram
","how to unfriend someone on facebook
","how to unfriend someone on snapchat
","how to unfriend someone on instagram
","how to encrypt emails
","how to encrypt text messages
","how to encrypt whatsapp
"
2015-08-01,80,22,2,13,15,256,61,73,80,126,97,1,882,782,71,35,82,4,9,18,7,2,23,38,3,2,4,1,4
2015-09-01,65,20,2,11,18,200,49,52,65,110,104,1,773,673,69,26,74,9,12,22,7,3,30,80,2,2,4,2,3
2015-10-01,64,18,3,7,13,159,48,48,64,108,116,1,691,664,63,29,73,5,7,21,6,4,26,60,3,1,3,2,2
2015-11-01,62,23,3,8,15,156,44,46,62,106,105,1,728,637,58,29,69,5,7,16,8,2,28,28,3,2,3,2,2
2015-12-01,60,18,2,8,19,176,60,55,60,109,104,0,746,755,69,31,79,8,7,15,9,2,30,27,3,1,5,1,3
2016-01-01,83,23,2,7,13,221,57,61,83,122,107,1,819,728,63,33,71,6,12,13,9,2,34,42,4,1,5,3,2
2016-02-01,73,21,3,8,17,211,52,59,73,120,78,2,710,646,63,28,67,5,7,21,7,4,32,76,2,3,5,1,2
2016-03-01,85,15,2,7,16,176,50,61,85,105,97,1,719,619,56,25,64,8,10,19,6,3,30,64,3,1,6,2,3
2016-04-01,67,15,1,4,16,173,45,64,67,102,100,1,673,619,60,26,58,16,13,13,10,4,32,29,4,2,6,2,40
2016-05-01,72,19,2,6,15,180,48,81,72,109,100,1,701,628,56,28,60,11,11,11,7,4,26,27,4,2,5,3,13
2016-06-01,94,21,2,9,16,266,61,79,94,115,102,1,810,646,73,23,62,18,10,17,8,4,36,55,5,2,2,1,10
2016-07-01,100,18,3,10,16,252,61,78,100,143,108,1,855,691,67,28,71,12,14,24,11,8,44,86,5,3,4,1,8
2016-08-01,81,18,3,9,17,197,53,60,81,143,104,0,810,691,69,32,67,12,13,14,10,3,38,42,5,2,3,1,8
2016-09-01,66,20,3,10,16,200,45,59,66,113,91,1,710,664,65,31,63,9,9,13,7,3,31,27,3,3,4,3,4
2016-10-01,78,18,2,9,15,204,47,63,78,123,93,1,691,637,60,27,63,13,9,11,7,4,30,34,4,3,5,1,7
2016-11-01,81,20,2,6,15,245,42,58,81,108,90,1,719,637,67,31,69,14,10,18,10,3,39,106,4,3,6,2,4
2016-12-01,95,16,2,12,18,214,56,68,95,136,90,1,728,691,65,32,68,8,9,23,7,4,36,44,3,2,4,4,6
2017-01-01,94,18,3,8,17,221,53,71,94,133,113,1,855,719,84,27,71,8,15,21,9,4,32,35,4,2,5,2,5
